pitch_type,pitch_id,game_date,start_speed,x0,z0,player_name,batter,pitcher,events,description,spin_dir,spin_rate,break_angle,break_length,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,px,pz,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs,tfs_zulu,catcher,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,hit_speed,hit_angle,effective_speed,release_spin_rate,release_extension,game_pk
SL,198,2017-04-03,90.49,-0.482040424266529,6.34457059827719,Noah Syndergaard,455976,592789,Strikeout,Called Strike,189.373,961.946,2.4,5.8,14,Nick Markakis strikes out swinging.  ,R ,L,R,NYM,ATL,S,0,0,2,0,2017,-0.830290324022660,5.029001497525968,0.176353574696499,1.72622839893638,518692,null,null,2,4,top,0,0,181541,2017-04-03T18:15:41Z,425784,427269,170403_181542,1.99,-131.822054660111,-7.49,-1.42,28.07,-23.55,3.66,1.73,null,null,null,90.99,2047,6.52,490098
CH,199,2017-04-03,89.01,-0.643513858931317,6.12634656894157,Noah Syndergaard,455976,592789,Strikeout,Ball In Dirt,246.996,2510.224,38.1,7.7,13,Nick Markakis strikes out swinging.  ,R ,L,R,NYM,ATL,B,0,0,2,1,2017,-12.17798933087112,5.170105792495152,-0.551861610382848,0.972428379791471,518692,null,null,2,4,top,0,0,181602,2017-04-03T18:16:02Z,425784,427269,170403_181607,4.27,-129.370255843901,-8.57,-20.6,27.41,-23.43,3.66,1.73,null,null,null,89.19,1772,6.5,490098
SI,200,2017-04-03,98.05,-0.420945951048065,6.36279776329187,Noah Syndergaard,455976,592789,Strikeout,Called Strike,234.157,2410.83,42.2,5.2,12,Nick Markakis strikes out swinging.  ,R ,L,R,NYM,ATL,S,0,0,3,1,2017,-9.286044279002219,6.707825556580932,0.862728180082728,3.19708300988742,518692,null,null,2,4,top,0,0,181627,2017-04-03T18:16:27Z,425784,427269,170403_181632,7.03,-142.656307043981,-5.69,-19.22,31.52,-18.29,3.66,1.73,null,null,null,98.71,2152,6.58,490098
SI,201,2017-04-03,98.86,-0.390088396678767,6.36538551374831,Noah Syndergaard,455976,592789,Strikeout,Foul,221.98,2516.602,45.9,4.3,2,Nick Markakis strikes out swinging.  ,R ,L,R,NYM,ATL,S,0,0,3,2,2017,-8.165830827804108,9.075217905084443,-0.015368235420673,3.0475220579437,518692,null,null,2,4,top,0,0,181652,2017-04-03T18:16:52Z,425784,427269,170403_181653,4.01,-143.828710975916,-7,-16.69,34.49,-13.63,3.66,1.73,null,null,null,98.42,2273,6.12,490098
SL,196,2017-04-03,91.59,-0.555887078568914,6.33322618084403,Noah Syndergaard,455976,592789,Strikeout,Ball,185.631,691.624,-0.1,6.1,14,Nick Markakis strikes out swinging.  ,R ,L,R,NYM,ATL,B,0,0,0,0,2017,-0.343332692446827,3.4809517086142323,0.890495337757352,1.48198997612605,518692,null,null,2,4,top,0,0,181458,2017-04-03T18:14:58Z,425784,427269,170403_181503,3.94,-133.253482554183,-7.92,-0.62,25.93,-25.85,3.66,1.73,null,null,null,91.82,0,6.23,490098
SL,202,2017-04-03,93.4,-0.62286127626895,6.29475312452746,Noah Syndergaard,455976,592789,Strikeout,Foul,176.758,1063.774,-2.5,5.1,9,Nick Markakis strikes out swinging.  ,R ,L,R,NYM,ATL,S,0,0,3,2,2017,0.3019693395695784,5.327912103216001,0.296276759189179,2.26228728456289,518692,null,null,2,4,top,0,0,181718,2017-04-03T18:17:18Z,425784,427269,170403_181719,2.37,-135.980493314456,-6.73,0.56,27.89,-22.22,3.66,1.73,null,null,null,93.27,1982,6.04,490098
SL,203,2017-04-03,93.65,-0.609594623375508,6.30263752440255,Noah Syndergaard,455976,592789,Strikeout,Swinging Strike,180.57,1219.008,-0.7,4.8,8,Nick Markakis strikes out swinging.  ,R ,L,R,NYM,ATL,S,0,0,3,2,2017,-0.060439435065937,6.053168358848737,0.0988921365482987,1.74937431790763,518692,null,null,2,4,top,0,0,181749,2017-04-03T18:17:49Z,425784,427269,170403_181754,1.93,-136.258083649448,-8.44,-0.11,28.26,-20.73,3.66,1.73,null,null,null,93.99,2098,6.37,490098
CU,253,2017-04-03,82.72,-0.65414646839264,6.50820640414416,Noah Syndergaard,408252,592789,Flyout,In play out(s),108.891,124.041,-2.2,9,5,Brandon Phillips flies out to center fielder Curtis Granderson.  ,R ,R,R,NYM,ATL,X,8,1,0,0,2017,0.6751729217509572,0.2310754888861584,0.126421386376412,2.23484636570038,null,null,null,0,5,top,164.53,79.1,183425,2017-04-03T18:34:25Z,425784,427269,170403_183426,1.65,-120.488196365631,-3.44,0.97,24.54,-31.84,3.37,1.54,301,91.3,38.38,81.82,0,5.71,490098
SI,266,2017-04-03,96.4,-0.524794217542653,6.40609869116623,Noah Syndergaard,452095,592789,Single,Ball,228.81,2642.902,48.8,4.9,12,Tyler Flowers singles on a line drive to left fielder Yoenis Cespedes.  ,R ,R,R,NYM,ATL,B,7,3,0,1,2017,-9.599349482343108,8.400498515419812,0.0130005611838306,4.43897129412717,null,null,null,2,5,top,79.38,130.59,183706,2017-04-03T18:37:06Z,425784,427269,170403_183711,4.96,-140.395387995508,-2.7,-19.25,30.43,-15.33,3.58,1.6,null,null,null,null,null,null,490098
SI,267,2017-04-03,96.52,-0.227176773735625,6.20914408184,Noah Syndergaard,452095,592789,Single,Ball,216.17,2745.437,47.8,3.9,14,Tyler Flowers singles on a line drive to left fielder Yoenis Cespedes.  ,R ,R,R,NYM,ATL,B,7,3,1,1,2017,-7.823683055204723,10.701173457731016,0.909092830941715,1.52679430005368,null,null,null,2,5,top,79.38,130.59,183724,2017-04-03T18:37:24Z,425784,427269,170403_183729,5.97,-140.140317646377,-11.05,-15.65,29.9,-10.77,3.58,1.6,null,null,null,96.76,2257,6.42,490098
SL,268,2017-04-03,91.15,-0.364472016788751,6.23926759531911,Noah Syndergaard,452095,592789,Single,Foul,188.984,1208.795,3.5,5.1,14,Tyler Flowers singles on a line drive to left fielder Yoenis Cespedes.  ,R ,R,R,NYM,ATL,S,7,3,2,1,2017,-0.957214375389046,6.0530890611623525,0.277107034431877,1.42473115214106,null,null,null,2,5,top,79.38,130.59,183742,2017-04-03T18:37:42Z,425784,427269,170403_183748,2.02,-132.633233535394,-8.63,-1.73,25.09,-21.26,3.58,1.6,null,null,null,91.55,2061,6.27,490098
CH,269,2017-04-03,89.16,-0.563070400709524,6.21002364895674,Noah Syndergaard,452095,592789,Single,Ball,240.509,2440.107,38.3,7.1,13,Tyler Flowers singles on a line drive to left fielder Yoenis Cespedes.  ,R ,R,R,NYM,ATL,B,7,3,2,2,2017,-11.21615135647532,6.343357266318961,-0.587683571348962,1.54338862102555,null,null,null,2,5,top,79.38,130.59,183806,2017-04-03T18:38:06Z,425784,427269,170403_183811,3.65,-129.638288616549,-7.72,-18.98,28.54,-21.44,3.58,1.6,null,null,null,89.27,1788,6.52,490098
SI,270,2017-04-03,97.78,-0.361675950439354,6.26557583140967,Noah Syndergaard,452095,592789,Single,In play no out,224.094,2476.818,44.6,4.6,1,Tyler Flowers singles on a line drive to left fielder Yoenis Cespedes.  ,R ,R,R,NYM,ATL,X,7,3,3,2,2017,-8.317866597512245,8.584888392543084,-0.304447963987556,2.93971731989848,null,null,null,2,5,top,79.38,130.59,183832,2017-04-03T18:38:32Z,425784,427269,170403_183840,3.18,-142.170977979851,-6.67,-16.89,35.01,-14.74,3.58,1.6,205,93.1,8.15,97.19,2086,6.17,490098
SL,265,2017-04-03,91.61,-0.552339038796171,6.35638140468049,Noah Syndergaard,452095,592789,Single,Called Strike,180.396,1283.076,-1.5,4.8,14,Tyler Flowers singles on a line drive to left fielder Yoenis Cespedes.  ,R ,R,R,NYM,ATL,S,7,3,0,0,2017,-0.045906032239101,6.609510072234384,0.817202126616259,2.42462527211827,null,null,null,2,5,top,79.38,130.59,183648,2017-04-03T18:36:48Z,425784,427269,170403_183650,3.64,-133.399400389394,-6.54,-0.08,26.13,-20.38,3.58,1.6,null,null,null,91.82,2049,6.17,490098
SI,275,2017-04-03,96.72,-0.656982827726103,6.35621306106503,Noah Syndergaard,527054,592789,Forceout,In play out(s),219.673,2818.236,53.1,4.4,11,Julio Teheran grounds into a force out shortstop Asdrubal Cabrera to second baseman Neil Walker.   Tyler Flowers out at 2nd.,R ,R,R,NYM,ATL,X,6,4,1,0,2017,-8.857169166577943,10.678313381539573,-0.934289209793095,3.58651114786649,null,null,452095,2,5,top,106.56,157.47,183925,2017-04-03T18:39:25Z,425784,427269,170403_183932,2.4,-140.630958748372,-5.61,-17.44,36.87,-11.15,3.58,1.6,123,64.5,8.67,96.07,2223,6.32,490098
SL,274,2017-04-03,91.09,-0.510154912127513,6.38569270431485,Noah Syndergaard,527054,592789,Forceout,Ball,176.354,866.339,-3,5.7,12,Julio Teheran grounds into a force out shortstop Asdrubal Cabrera to second baseman Neil Walker.   Tyler Flowers out at 2nd.,R ,R,R,NYM,ATL,B,6,4,0,0,2017,0.280906169777646,4.406609046627468,1.14476828346902,3.00299324697043,null,null,452095,2,5,top,106.56,157.47,183908,2017-04-03T18:39:08Z,425784,427269,170403_183913,4.25,-132.628571124924,-4.26,0.5,26.51,-24.27,3.58,1.6,null,null,null,91.25,2085,6.21,490098
SI,306,2017-04-03,95.6,-0.433357353976778,6.45093244817757,Noah Syndergaard,542255,592789,Groundout,Ball,219.131,2286.897,38,4.4,2,Ender Inciarte grounds out sharply second baseman Neil Walker to first baseman Lucas Duda.  ,R ,L,R,NYM,ATL,B,4,4,1,0,2017,-7.146030721280471,8.783227493864388,-0.094476805807701,3.26924454113906,null,null,null,0,6,top,140.44,144.65,185049,2017-04-03T18:50:49Z,425784,427269,170403_185054,3.46,-139.003478233184,-5.91,-13.83,34.34,-15.18,3.32,1.51,null,null,null,null,null,null,490098
SI,307,2017-04-03,95.9,-0.317181940184805,6.26630008787128,Noah Syndergaard,542255,592789,Groundout,Called Strike,230.099,2511.951,43,5.4,8,Ender Inciarte grounds out sharply second baseman Neil Walker to first baseman Lucas Duda.  ,R ,L,R,NYM,ATL,S,4,4,2,0,2017,-9.517323171516695,7.957695886738092,0.0197851091971831,2.11106562919687,null,null,null,0,6,top,140.44,144.65,185107,2017-04-03T18:51:07Z,425784,427269,170403_185112,4.3,-139.402285441651,-8.34,-18.52,34.64,-16.69,3.32,1.51,null,null,null,null,null,null,490098
SI,308,2017-04-03,96.9,-0.374971116090009,6.34242980375094,Noah Syndergaard,542255,592789,Groundout,In play out(s),222.489,2607.269,46.7,4.6,1,Ender Inciarte grounds out sharply second baseman Neil Walker to first baseman Lucas Duda.  ,R ,L,R,NYM,ATL,X,4,4,2,1,2017,-8.781294838819369,9.58641229129578,-0.357892116229646,2.75590398689097,null,null,null,0,6,top,140.44,144.65,185126,2017-04-03T18:51:26Z,425784,427269,170403_185127,3.13,-140.459728827668,-7.46,-17.05,34.31,-13.56,3.32,1.51,null,null,null,null,null,null,490098
SL,305,2017-04-03,89.1,-0.629302110456385,6.32872061318543,Noah Syndergaard,542255,592789,Groundout,Ball,176.168,983.877,-2.6,6.1,14,Ender Inciarte grounds out sharply second baseman Neil Walker to first baseman Lucas Duda.  ,R ,L,R,NYM,ATL,B,4,4,0,0,2017,0.348222242426802,5.1961308459129,0.558289319162059,1.00480783310231,null,null,null,0,6,top,140.44,144.65,185031,2017-04-03T18:50:31Z,425784,427269,170403_185036,2.91,-129.383754983163,-8.97,0.59,28.52,-23.42,3.32,1.51,null,null,null,null,null,null,490098
SI,313,2017-04-03,95.61,-0.455282589241326,6.38809955704312,Noah Syndergaard,621020,592789,Single,Foul,216.763,2745.017,49.5,4.2,1,Dansby Swanson singles on a sharp line drive to right fielder Jay Bruce.  ,R ,R,R,NYM,ATL,S,9,3,0,1,2017,-8.26648153217004,11.064599749532928,-0.512601407887329,3.08605317596506,null,null,null,1,6,top,185.16,98.89,185215,2017-04-03T18:52:15Z,425784,427269,170403_185216,2.73,-139.018430504186,-6.97,-15.74,35.43,-11.1,3.32,1.51,null,null,null,94.64,2248,6.06,490098
SI,314,2017-04-03,97.73,-0.323063456732207,6.4190695906077,Noah Syndergaard,621020,592789,Single,In play no out,226.65,2368.648,41.7,4.7,3,Dansby Swanson singles on a sharp line drive to right fielder Jay Bruce.  ,R ,R,R,NYM,ATL,X,9,3,0,2,2017,-8.253741537202139,7.791334908939372,0.23772396593555,2.80996576158225,null,null,null,1,6,top,185.16,98.89,185239,2017-04-03T18:52:39Z,425784,427269,170403_185241,4.58,-142.289731437709,-7.26,-16.89,31.87,-16.23,3.32,1.51,277,106.1,9.76,98.1,2179,6.4,490098
SL,312,2017-04-03,90.42,-0.530221220629071,6.43325621277799,Noah Syndergaard,621020,592789,Single,Called Strike,166.469,1081.636,-6.6,5.5,3,Dansby Swanson singles on a sharp line drive to right fielder Jay Bruce.  ,R ,R,R,NYM,ATL,S,9,3,0,0,2017,1.3304700642102119,5.5280396865595804,0.472352898067156,2.89094245426045,null,null,null,1,6,top,185.16,98.89,185159,2017-04-03T18:51:59Z,425784,427269,170403_185200,2.16,-131.69587007949,-4.85,2.3,28.32,-22.63,3.32,1.51,null,null,null,90.05,2111,6.02,490098
CH,321,2017-04-03,87.37,-0.736484282001166,6.20389834300892,Noah Syndergaard,518692,592789,Single,In play no out,242.569,2309.681,35,7.5,13,Freddie Freeman singles on a line drive to center fielder Curtis Granderson.   Dansby Swanson to 3rd.,R ,L,R,NYM,ATL,X,8,3,1,0,2017,-11.09062979779465,5.75639055498096,-0.489927752778728,1.56733206947135,null,null,621020,1,6,top,139.53,106.53,185502,2017-04-03T18:55:02Z,425784,427269,170403_185511,4.21,-126.953787866164,-7,-17.94,28.15,-22.86,3.69,1.69,0,99.3,0,86.82,1626,6.21,490098
SL,320,2017-04-03,88.65,-0.613157664338197,6.37304080297712,Noah Syndergaard,518692,592789,Single,Ball,197.443,789.827,2.9,6.3,14,Freddie Freeman singles on a line drive to center fielder Curtis Granderson.   Dansby Swanson to 3rd.,R ,L,R,NYM,ATL,B,8,3,0,0,2017,-1.246153940826996,3.965729684198652,0.969734860388172,2.44838055343616,null,null,621020,1,6,top,139.53,106.53,185439,2017-04-03T18:54:39Z,425784,427269,170403_185440,4.46,-129.041276552335,-5.05,-2.11,24.87,-25.47,3.69,1.69,null,null,null,88.16,1949,5.79,490098
SI,329,2017-04-03,96.94,-0.541166502431821,6.26320079589544,Noah Syndergaard,461314,592789,Strikeout,Foul,232.315,3078.544,54.8,5.6,7,Matt Kemp strikes out swinging.  ,R ,R,R,NYM,ATL,S,0,0,0,1,2017,-12.15296783550228,9.38768615472689,-0.516213111460402,2.15575650720473,621020,null,518692,1,6,top,0,0,185639,2017-04-03T18:56:39Z,425784,427269,170403_185641,4.33,-140.904860783782,-8.89,-23.66,33.96,-13.9,3.58,1.68,null,null,null,96.36,2142,6.15,490098
SL,330,2017-04-03,93.83,-0.884583167657012,6.08757167462455,Noah Syndergaard,461314,592789,Strikeout,Ball,181.241,1753.534,1.5,3.9,13,Matt Kemp strikes out swinging.  ,R ,R,R,NYM,ATL,B,0,0,0,2,2017,-0.195196129612473,8.9935703040099,-1.13136499924438,1.23985946432714,621020,null,518692,1,6,top,0,0,185710,2017-04-03T18:57:10Z,425784,427269,170403_185711,-0.6,-136.413914110791,-10.14,-0.36,30.24,-15.69,3.58,1.68,null,null,null,93.56,2000,6.19,490098
CH,331,2017-04-03,87.56,-0.51977631417585,6.10037836290128,Noah Syndergaard,461314,592789,Strikeout,Swinging Strike,241.694,2084.305,31.7,7.2,13,Matt Kemp strikes out swinging.  ,R ,R,R,NYM,ATL,S,0,0,1,2,2017,-9.738899296556196,5.244975779585747,-0.354597242038041,0.972805714900834,621020,null,518692,1,6,top,0,0,185736,2017-04-03T18:57:36Z,425784,427269,170403_185741,3.61,-127.415277490019,-8.28,-16.12,24.55,-23.49,3.58,1.68,null,null,null,88.57,1773,6.78,490098
SI,327,2017-04-03,94.59,-0.433401817154465,6.23177767200382,Noah Syndergaard,461314,592789,Strikeout,Foul,220.541,2780.006,49,4.7,13,Matt Kemp strikes out swinging.  ,R ,R,R,NYM,ATL,S,0,0,0,0,2017,-9.215198327379131,10.773589328074811,-0.873460382997462,1.76163995572054,621020,null,518692,1,6,top,0,0,185556,2017-04-03T18:55:56Z,425784,427269,170403_185557,1.98,-137.504398501832,-9.83,-17.13,33.45,-12.15,3.58,1.68,null,null,null,94.6,2077,6.56,490098
SL,338,2017-04-03,92.13,-0.536624958135929,6.11566718818018,Noah Syndergaard,455976,592789,Lineout,Ball,170.857,931.251,-4.9,5.7,14,Nick Markakis lines out to left fielder Yoenis Cespedes.  ,R ,L,R,NYM,ATL,B,7,3,2,0,2017,0.7534704105593051,4.680644258433864,1.21875774565471,1.03067282027762,621020,null,518692,2,6,top,90.3,100.94,190004,2017-04-03T19:00:04Z,425784,427269,170403_190006,4.4,-133.974696092026,-9.01,1.37,27.5,-23.68,3.65,1.75,null,null,null,92.15,2040,6.22,490098
SL,339,2017-04-03,91.21,-0.597639141004061,6.18161702567793,Noah Syndergaard,455976,592789,Lineout,Foul,172.105,1133.29,-4.7,5.3,14,Nick Markakis lines out to left fielder Yoenis Cespedes.  ,R ,L,R,NYM,ATL,S,7,3,3,0,2017,0.8155738592481659,5.880288567526008,0.535340549902452,1.74691330437816,621020,null,518692,2,6,top,90.3,100.94,190030,2017-04-03T19:00:30Z,425784,427269,170403_190031,2.71,-132.798781950668,-7.51,1.43,26.22,-21.9,3.65,1.75,null,null,null,91.5,2039,6.25,490098
SL,340,2017-04-03,91.17,-0.730494281977905,6.34047938041755,Noah Syndergaard,455976,592789,Lineout,Foul Tip,182.351,949.401,0.2,5.4,2,Nick Markakis lines out to left fielder Yoenis Cespedes.  ,R ,L,R,NYM,ATL,S,7,3,3,1,2017,-0.197470916300972,4.805461777195932,-0.140236437864434,3.24837295317592,621020,null,518692,2,6,top,90.3,100.94,190101,2017-04-03T19:01:01Z,425784,427269,170403_190106,1.62,-132.851838299553,-3.69,-0.36,25.41,-23.49,3.65,1.75,null,null,null,91.5,1971,6.17,490098
SL,341,2017-04-03,91.86,-0.782924116596069,6.3138675516069,Noah Syndergaard,455976,592789,Lineout,Foul (Runner Going),181.738,1275.8,0.3,4.8,4,Nick Markakis lines out to left fielder Yoenis Cespedes.  ,R ,L,R,NYM,ATL,S,7,3,3,2,2017,-0.195008048792348,6.421285392347808,-0.27764500824295,2.60598153027916,621020,null,518692,2,6,top,90.3,100.94,190136,2017-04-03T19:01:36Z,425784,427269,170403_190142,1.41,-133.755347103199,-5.99,-0.36,25.97,-20.42,3.65,1.75,null,null,null,91.85,1958,6.03,490098
SI,336,2017-04-03,96,-0.589012119522527,6.57569533167008,Noah Syndergaard,455976,592789,Lineout,Ball,227.297,2479.578,45.9,4.7,12,Nick Markakis lines out to left fielder Yoenis Cespedes.  ,R ,L,R,NYM,ATL,B,7,3,0,0,2017,-9.232325969932392,8.519862116545571,0.29090521400773,5.90012495316483,621020,null,518692,2,6,top,90.3,100.94,185843,2017-04-03T18:58:43Z,425784,427269,170403_185845,5.61,-139.767069024171,1.04,-17.56,33.41,-15.97,3.65,1.75,null,null,null,95.42,2121,6.04,490098
SI,337,2017-04-03,97.12,-0.598289143073213,6.30979141007687,Noah Syndergaard,455976,592789,Lineout,Ball,229.575,2355.563,41.6,4.8,3,Nick Markakis lines out to left fielder Yoenis Cespedes.  ,R ,L,R,NYM,ATL,B,7,3,1,0,2017,-8.563922993131849,7.294824661508388,0.477008791736547,3.56664634653344,621020,null,518692,2,6,top,90.3,100.94,185912,2017-04-03T18:59:12Z,425784,427269,170403_185917,6.13,-141.300014176502,-4.59,-17.46,29.57,-17.3,3.65,1.75,null,null,null,96.98,2045,6.04,490098
SI,342,2017-04-03,98.18,-0.514658580898514,6.11395540413603,Noah Syndergaard,455976,592789,Lineout,In play out(s),226.46,2817.558,51.5,4.8,8,Nick Markakis lines out to left fielder Yoenis Cespedes.  ,R ,L,R,NYM,ATL,X,7,3,3,2,2017,-10.09897467454101,9.596596247882509,0.078388116546884,2.25702420149447,621020,null,518692,2,6,top,90.3,100.94,190208,2017-04-03T19:02:08Z,425784,427269,170403_190209,5.24,-142.740776536077,-8.54,-20.1,33.6,-13.08,3.65,1.75,0,94.3,0,98.16,2194,6.37,490098
SI,258,2017-04-03,96.31,-0.259730711488357,6.36358566639977,Noah Syndergaard,611177,592789,Groundout,Called Strike,216.32,2828.221,50.2,4,14,Adonis Garcia grounds out pitcher Noah Syndergaard to first baseman Lucas Duda.  ,R ,R,R,NYM,ATL,S,1,4,1,0,2017,-8.151246398444831,11.088219251428548,0.82902635692417,2.14226017496573,null,null,null,1,5,top,131.21,183.83,183517,2017-04-03T18:35:17Z,425784,427269,170403_183522,5.93,-139.864277531493,-9.81,-16.15,31.49,-10.21,3.37,1.54,null,null,null,96.24,2201,6.36,490098
SI,259,2017-04-03,94.99,-0.637489730157271,6.37802904669231,Noah Syndergaard,611177,592789,Groundout,Ball,216.231,2700.605,50.1,4.3,11,Adonis Garcia grounds out pitcher Noah Syndergaard to first baseman Lucas Duda.  ,R ,R,R,NYM,ATL,B,1,4,1,1,2017,-8.130912069039228,11.09642601803334,-2.38346978297379,2.999752728586,null,null,null,1,5,top,131.21,183.83,183531,2017-04-03T18:35:31Z,425784,427269,170403_183532,-1.97,-138.149799639594,-7.1,-15.2,31.74,-11.43,3.37,1.54,null,null,null,94.46,2168,6.08,490098
SL,260,2017-04-03,90.9,-0.419532049781578,6.36315228688814,Noah Syndergaard,611177,592789,Groundout,Foul Tip,184.874,834.043,0.3,5.9,9,Adonis Garcia grounds out pitcher Noah Syndergaard to first baseman Lucas Duda.  ,R ,R,R,NYM,ATL,S,1,4,2,1,2017,-0.362347436281477,4.247986554059736,0.568686672963851,1.78734906381241,null,null,null,1,5,top,131.21,183.83,183547,2017-04-03T18:35:47Z,425784,427269,170403_183552,2.71,-132.262773016807,-7.29,-0.65,26.41,-24.6,3.37,1.54,null,null,null,90.87,2060,6.13,490098
SL,261,2017-04-03,90.46,-0.521914534560604,6.35211368242854,Noah Syndergaard,611177,592789,Groundout,In play out(s),162.79,1204.906,-9.3,5.4,14,Adonis Garcia grounds out pitcher Noah Syndergaard to first baseman Lucas Duda.  ,R ,R,R,NYM,ATL,X,1,4,2,2,2017,1.8270080168443799,5.897770313852112,0.965549981813993,1.59354567934047,null,null,null,1,5,top,131.21,183.83,183608,2017-04-03T18:36:08Z,425784,427269,170403_183614,3.26,-131.571505263056,-8.24,3.23,25.4,-21.74,3.37,1.54,55,84.7,-13.33,90.32,2102,6.03,490098
CU,257,2017-04-03,82.58,-0.657319473313849,6.42205157489931,Noah Syndergaard,611177,592789,Groundout,Ball,114.898,620.411,-8.5,8.7,13,Adonis Garcia grounds out pitcher Noah Syndergaard to first baseman Lucas Duda.  ,R ,R,R,NYM,ATL,B,1,4,0,0,2017,3.228245588258088,1.498341420519012,-0.239497524516169,1.52947363139917,null,null,null,1,5,top,131.21,183.83,183459,2017-04-03T18:34:59Z,425784,427269,170403_183501,0.01,-120.20675199201,-5.29,4.66,23.16,-30.01,3.37,1.54,null,null,null,81.57,2216,5.56,490098
SI,10,2017-04-03,97.72,-0.504670844926456,6.49028665808617,Noah Syndergaard,621020,592789,Groundout,In play out(s),226.366,2398.602,43.5,4.7,11,Dansby Swanson grounds out pitcher Noah Syndergaard to first baseman Lucas Duda.  ,R ,R,R,NYM,ATL,X,1,4,1,0,2017,-8.23988064403536,7.855779986055456,-0.767161518601717,2.94289577185074,null,null,null,1,1,top,129.38,180.26,171547,2017-04-03T17:15:47Z,425784,427269,,2.28,-142.277436058488,-7.17,-17.03,30.2,-15.94,3.32,1.51,54,72.5,-24.04,98.27,2042,6.4,490098
SI,9,2017-04-03,99.2,-0.43948154903663,6.38520751581143,Noah Syndergaard,621020,592789,Groundout,Ball,235.472,2799.943,49,5.6,8,Dansby Swanson grounds out pitcher Noah Syndergaard to first baseman Lucas Duda.  ,R ,R,R,NYM,ATL,B,1,4,0,0,2017,-10.93567446040006,7.523461798553772,-0.002476174224560,1.7217349128322,null,null,null,1,1,top,129.38,180.26,171526,2017-04-03T17:15:26Z,425784,427269,,5.27,-144.028802378484,-10.35,-22.9,34.41,-16.42,3.32,1.51,null,null,null,98.82,2216,6.27,490098
SL,59,2017-04-03,92.11,-0.430924399474356,6.41885227846138,Noah Syndergaard,461314,592789,Groundout,Swinging Strike,167.62,795.845,-5.1,5.9,14,Matt Kemp grounds out second baseman Neil Walker to first baseman Lucas Duda.  ,R ,R,R,NYM,ATL,S,4,4,1,0,2017,0.8609683146497376,3.921923830441056,1.28966835131715,1.6927150215239,null,null,null,0,2,top,133.5,142.88,173308,2017-04-03T17:33:08Z,425784,427269,170403_173313,4.27,-133.968141114553,-7.83,1.58,27.02,-25,3.65,1.75,null,null,null,92.02,2079,6.11,490098
SI,60,2017-04-03,97.73,-0.361019714513855,6.36091363081153,Noah Syndergaard,461314,592789,Groundout,Swinging Strike,222.447,2710.111,48.4,4.6,13,Matt Kemp grounds out second baseman Neil Walker to first baseman Lucas Duda.  ,R ,R,R,NYM,ATL,S,4,4,1,1,2017,-8.806310977249705,9.628012685230752,-0.463765867773986,1.3853677232347,null,null,null,0,2,top,133.5,142.88,173325,2017-04-03T17:33:25Z,425784,427269,170403_173329,2.91,-141.841327525671,-11.66,-17.88,33.42,-12.62,3.65,1.75,null,null,null,97.23,2153,6.22,490098
SI,61,2017-04-03,98.76,-0.420750856300489,6.46832253435765,Noah Syndergaard,461314,592789,Groundout,Ball,217.204,2840.64,55.1,4.1,11,Matt Kemp grounds out second baseman Neil Walker to first baseman Lucas Duda.  ,R ,R,R,NYM,ATL,B,4,4,1,2,2017,-8.229762548057856,10.84022420151786,-1.44433221813316,2.96428135703731,null,null,null,0,2,top,133.5,142.88,173342,2017-04-03T17:33:42Z,425784,427269,170403_173346,0.12,-143.546830952711,-8.15,-17,36.42,-9.79,3.65,1.75,null,null,null,98.07,2146,6.18,490098
SL,62,2017-04-03,92.38,-0.302090165644032,6.4626197491071,Noah Syndergaard,461314,592789,Groundout,In play out(s),155.044,891.291,-9,5.9,14,Matt Kemp grounds out second baseman Neil Walker to first baseman Lucas Duda.  ,R ,R,R,NYM,ATL,X,4,4,2,2,2017,1.903202451845352,4.089416203867872,1.22677955202721,1.90365362666324,null,null,null,0,2,top,133.5,142.88,173359,2017-04-03T17:33:59Z,425784,427269,170403_173412,3.4,-134.398691284606,-7.45,3.48,28.91,-24.69,3.65,1.75,147,89.8,-4.36,92.51,2021,6.36,490098
SI,58,2017-04-03,97.1,-0.618316834135707,6.30999243274568,Noah Syndergaard,461314,592789,Groundout,Ball,221.571,2961.961,55.1,4.6,13,Matt Kemp grounds out second baseman Neil Walker to first baseman Lucas Duda.  ,R ,R,R,NYM,ATL,B,4,4,0,0,2017,-9.509299195133051,10.721213146209047,-1.45203221347827,1.68509937653218,null,null,null,0,2,top,133.5,142.88,173249,2017-04-03T17:32:49Z,425784,427269,170403_173254,1.12,-140.996938317519,-10.95,-19.1,32.71,-10.64,3.65,1.75,null,null,null,96.55,2009,6.14,490098